Age,Gender,Attrition,Department,Environment Satisfaction,Marital status,MonthlyIncome,YearsInCurrentRole,HourlyRate,Job responsibilities,JobSatisfaction,leftOrganizationInPast12mnths,Reasons for leaving,NumInstitutesWorked,PercentSalaryHike,RelationshipSatisfaction,DistanceFromHome,BusinessTravel,Education,EducationField,WorkLifeBalance,YearsAtOrganization,JobInvolvement,PerformanceRating,JobLevel
29,Male,No,Applied science,4,Divorced,5232,2,69,5,3,Yes,"Issues with management, Work-related stress",0,14,2,0,Travel_Rarely,3,Business Administration,3,2,3,3,3
40,Female,No,CSA,3,Married,5796,0,52,4,1,Yes,Work-related stress,9,11,4,16,Travel_Frequently,4,Information Technology,3,2,3,4,3
49,Male,No,CSA,3,Married,19973,0,100,4,3,Yes,"Better job opportunities, Lack of carrer growth",9,21,3,10,Travel_Rarely,3,Information Technology,3,2,3,3,2
47,Male,No,B.E.,2,Single,1009,7,73,5,3,Yes,Compensation and benefits,2,23,4,10,Travel_Rarely,3,Business Administration,3,6,2,3,4
31,Male,Yes,B.E.,3,Single,14086,4,95,4,1,Yes,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",1,25,3,7,Travel_Frequently,3,Marketing,2,18,4,3,2
55,Male,No,CSA,3,Married,3948,0,100,5,3,Yes,Issues with management,1,17,3,16,Travel_Rarely,4,Business Administration,3,4,3,3,1
37,Male,No,Applied science,2,Single,12480,0,100,4,2,Yes,Work-related stress,0,22,3,3,Travel_Rarely,3,Business Administration,3,7,3,3,2
46,Female,No,B.E.,4,Single,1009,4,30,4,2,Yes,"Better job opportunities, Lack of career growth, Issues with management",0,16,1,37,Travel_Rarely,4,Communications,4,8,3,3,1
32,Female,No,CSA,2,Married,2721,2,100,4,1,Yes,"Better job opportunities, Lack of career growth, Work-related stress",0,14,1,0,Travel_Rarely,3,Business Administration,3,16,2,3,1
50,Male,No,B.E.,4,Married,1009,1,75,4,1,No,Better job opportunities,0,15,2,11,Travel_Rarely,2,Computer Science,3,14,4,4,1
53,Male,No,Applied science,2,Single,3444,7,54,4,1,No,Issues with management,0,13,1,40,Travel_Rarely,5,Information Technology,3,3,1,4,2
28,Female,Yes,B.E.,1,Single,18346,6,53,3,2,No,"Issues with management, Work-related stress",0,20,4,6,Travel_Rarely,4,Marketing,3,7,4,3,3
45,Male,No,CSA,3,Married,19973,7,30,4,1,Yes,"Issues with management, Work-related stress, Lack of carrer growth",0,22,2,12,Travel_Rarely,3,Business Administration,3,9,3,4,1
60,Female,No,B.E.,4,Married,4122,0,100,3,1,No,Work-related stress,0,13,2,9,Travel_Rarely,4,Marketing,3,5,3,3,1
50,Male,No,Applied science,4,Single,1009,10,31,3,3,Yes,Issues with management,0,18,3,17,Travel_Rarely,1,Communications,3,15,3,3,2
18,Female,No,B.E.,1,Married,19973,7,30,2,4,No,Better job opportunities,0,13,2,0,Travel_Rarely,4,Communications,3,9,3,3,1
21,Male,Yes,CSA,2,Single,7297,2,100,3,1,Yes,Work-related stress,0,25,1,7,Travel_Rarely,4,Communications,2,5,2,3,1
60,Male,No,B.E.,4,Single,5047,0,69,3,2,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",0,11,2,7,Travel_Frequently,4,Computer Science,3,2,3,3,2
45,Female,No,CSA,1,Married,1009,7,58,2,2,Yes,Compensation and benefits,0,25,2,0,Travel_Rarely,3,Business Administration,3,9,2,4,1
52,Female,Yes,Applied science,3,Single,1718,3,100,4,4,Yes,Issues with management,0,14,1,9,Travel_Rarely,4,Communications,3,16,4,4,2
36,Male,No,CSA,1,Single,11299,0,58,5,2,Yes,"Better job opportunities, Work-related stress, Compensation and benefits",4,11,1,17,Travel_Frequently,3,Computer Science,4,2,3,3,1
60,Male,No,Applied science,3,Single,6127,1,100,4,2,Yes,Better job opportunities,3,16,4,13,Travel_Rarely,4,Communications,3,18,3,4,1
49,Male,Yes,CSA,2,Married,7442,6,50,4,4,No,Issues with management,1,21,2,0,Travel_Rarely,5,Business Administration,2,6,3,3,4
35,Male,No,B.E.,2,Divorced,10890,6,100,3,4,Yes,Work-related stress,3,11,3,30,Travel_Frequently,4,Marketing,3,0,3,4,3
18,Male,No,Applied science,2,Single,6371,1,66,2,1,No,Work-related stress,2,11,4,32,Travel_Rarely,4,Marketing,3,0,1,3,1
30,Male,No,CSA,1,Married,19973,2,47,5,4,Yes,"Better job opportunities, Compensation and benefits",2,11,4,14,Travel_Frequently,4,Computer Science,3,0,3,3,4
57,Male,No,Applied science,4,Single,1009,0,41,4,2,Yes,Better job opportunities,1,15,3,27,Travel_Rarely,3,Information Technology,3,36,3,3,2
42,Male,No,CSA,4,Single,6976,0,56,4,4,Yes,Issues with management,4,16,1,9,Travel_Rarely,3,Computer Science,2,0,3,3,2
18,Male,No,B.E.,3,Married,7180,1,66,4,4,Yes,"Issues with management, Work-related stress",0,11,3,14,Travel_Rarely,3,Information Technology,3,0,3,3,3
53,Male,No,CSA,4,Single,5823,0,92,4,4,Yes,"Better job opportunities, Lack of carrer growth",0,17,3,12,Travel_Rarely,2,Marketing,3,9,4,3,4
36,Male,No,B.E.,2,Single,9946,4,40,4,3,Yes,Better job opportunities,1,25,4,18,Travel_Rarely,3,Marketing,3,6,3,3,2
53,Male,No,Applied science,4,Single,1009,9,78,3,2,Yes,Work-related stress,0,19,2,11,Travel_Frequently,3,Information Technology,1,37,3,3,1
54,Male,No,CSA,4,Married,1694,2,91,4,4,Yes,Work-related stress,0,25,2,16,Non-Travel,3,Information Technology,1,2,3,3,1
20,Female,Yes,Applied science,2,Married,3918,8,30,3,3,No,Work-related stress,1,14,4,1,Non-Travel,4,Communications,3,3,3,3,1
60,Male,No,CSA,2,Single,1009,0,33,3,2,No,Work-related stress,0,16,3,9,Travel_Rarely,1,Communications,3,10,2,3,1
41,Female,No,B.E.,2,Single,6539,4,100,2,4,No,"Better job opportunities, Issues with management, Work-related stress, Lack of carrer growth",3,17,1,0,Travel_Rarely,4,Communications,2,40,3,4,2
52,Male,No,Applied science,3,Single,1009,0,99,3,3,No,"Better job opportunities, Lack of career growth",1,11,1,13,Travel_Rarely,3,Business Administration,3,18,3,3,1
44,Male,No,B.E.,1,Single,1997,0,63,3,2,No,Work-related stress,2,11,2,4,Travel_Rarely,3,Communications,1,7,3,3,2
37,Male,No,B.E.,1,Single,1009,4,73,2,2,Yes,Compensation and benefits,0,11,2,4,Travel_Rarely,4,Communications,3,3,3,3,1
50,Male,No,CSA,3,Single,7588,7,49,4,2,No,Compensation and benefits,0,16,4,0,Non-Travel,3,Communications,2,40,2,3,1
18,Male,No,Applied science,4,Married,7223,4,77,5,1,No,Lack of carrer growth,0,11,2,15,Travel_Frequently,5,Business Administration,4,40,3,3,2
30,Female,No,B.E.,3,Single,2020,5,44,4,1,Yes,"Better job opportunities, Compensation and benefits, Lack of carrer growth",0,11,1,6,Travel_Rarely,3,Marketing,3,37,3,3,1
30,Male,No,CSA,2,Single,1267,5,75,4,2,Yes,Issues with management,0,12,4,7,Travel_Rarely,3,Marketing,3,3,2,3,2
20,Male,No,CSA,4,Married,4890,7,96,3,2,Yes,Need a break,2,25,1,18,Travel_Rarely,3,Communications,3,0,3,3,1
40,Male,No,Applied science,3,Single,2875,4,49,2,1,Yes,"Lack of career growth, Issues with management",0,11,2,7,Travel_Rarely,4,Business Administration,3,9,2,3,1
45,Male,Yes,B.E.,1,Single,19973,15,100,4,2,Yes,Work-related stress,1,17,3,0,Travel_Rarely,2,Computer Science,3,7,2,3,1
41,Male,No,CSA,4,Married,5538,10,96,1,1,No,Work-related stress,0,14,4,2,Travel_Rarely,4,Business Administration,3,6,3,4,1
50,Male,No,B.E.,3,Divorced,1009,3,82,3,1,Yes,Better job opportunities,0,16,2,0,Travel_Rarely,2,Information Technology,3,25,2,3,1
26,Male,No,CSA,1,Single,1009,5,61,5,3,No,Issues with management,0,13,2,10,Travel_Rarely,1,Information Technology,1,39,3,3,2
48,Male,No,Applied science,4,Single,1975,1,100,4,1,Yes,Work-related stress,0,13,2,35,Travel_Rarely,3,Computer Science,3,6,1,3,1
33,Male,No,B.E.,3,Single,1009,5,97,5,4,Yes,Issues with management,1,19,2,11,Travel_Rarely,3,Marketing,4,7,3,3,3
37,Male,No,CSA,3,Married,5391,0,93,5,1,No,"Better job opportunities, Lack of career growth",0,15,3,0,Travel_Rarely,4,Information Technology,2,7,3,3,1
20,Male,No,CSA,4,Married,3904,6,64,4,4,No,Better job opportunities,1,13,2,11,Travel_Rarely,4,Computer Science,2,2,3,4,2
57,Male,Yes,Applied science,3,Single,5356,3,54,1,2,Yes,Compensation and benefits,0,22,1,9,Travel_Rarely,1,Communications,1,6,2,3,3
43,Male,No,B.E.,4,Single,1009,7,55,4,2,No,Issues with management,0,13,1,25,Travel_Rarely,3,Information Technology,4,5,3,3,1
37,Male,Yes,CSA,1,Single,1009,0,30,5,2,No,Better job opportunities,0,19,3,6,Travel_Rarely,4,Information Technology,2,4,3,3,2
44,Female,Yes,B.E.,2,Single,1442,5,100,4,3,No,"Better job opportunities, ",0,14,1,11,Travel_Frequently,2,Computer Science,2,9,3,3,1
37,Female,No,Applied science,1,Divorced,5412,4,90,4,2,No,Issues with management,1,16,1,0,Travel_Rarely,3,Business Administration,3,3,2,3,3
60,Male,No,CSA,3,Single,1009,10,69,3,2,No,Work-related stress,0,16,3,14,Travel_Rarely,3,Computer Science,3,39,3,3,1
26,Male,Yes,CSA,2,Married,2995,8,96,5,1,No,"Better job opportunities, Compensation and benefits",4,16,3,0,Travel_Rarely,3,Computer Science,3,0,3,3,1
35,Male,No,B.E.,3,Single,2322,0,60,3,3,No,"Work-related stress, Compensation and benefits, Lack of carrer growth",1,15,1,0,Non-Travel,4,Computer Science,3,16,2,3,3
18,Male,No,Applied science,1,Single,9040,5,48,4,1,Yes,"Better job opportunities, Work-related stress",2,11,4,23,Travel_Rarely,3,Communications,2,33,3,3,2
29,Male,No,B.E.,1,Single,5697,4,64,5,1,Yes,Better job opportunities,0,11,4,60,Travel_Rarely,4,Computer Science,3,5,1,4,1
51,Male,Yes,CSA,4,Single,6677,3,84,5,4,Yes,"Issues with management, Work-related stress, Compensation and benefits",3,19,2,33,Travel_Rarely,3,Marketing,3,17,3,3,1
48,Male,No,Applied science,3,Married,17387,4,45,5,1,No,Compensation and benefits,1,12,4,8,Travel_Rarely,4,Computer Science,2,16,2,3,1
60,Female,No,CSA,2,Married,1009,6,100,5,1,No,Work-related stress,1,22,4,60,Travel_Rarely,4,Information Technology,1,0,3,3,1
18,Male,No,B.E.,4,Single,5327,2,50,5,2,Yes,Better job opportunities,6,11,3,60,Travel_Rarely,4,Computer Science,2,9,1,3,2
37,Female,No,CSA,4,Married,4705,5,100,3,4,Yes,Work-related stress,4,13,1,0,Travel_Rarely,2,Information Technology,3,3,2,3,1
21,Male,No,Applied science,1,Married,6795,5,35,5,1,Yes,Better job opportunities,0,14,2,39,Non-Travel,2,Business Administration,3,0,3,3,2
28,Male,No,CSA,1,Single,6393,6,71,4,3,Yes,Work-related stress,5,11,4,6,Travel_Rarely,3,Information Technology,3,0,3,3,3
47,Male,No,Applied science,1,Divorced,3959,3,68,2,1,Yes,Better job opportunities,6,20,3,18,Travel_Rarely,3,Communications,3,0,3,3,2
48,Female,No,CSA,4,Married,14707,0,100,4,4,Yes,Better job opportunities,0,11,3,40,Travel_Rarely,5,Communications,3,9,3,3,3
55,Male,No,B.E.,4,Married,1009,4,90,5,3,Yes,Lack of career growth,0,24,2,0,Travel_Frequently,4,Business Administration,2,10,3,3,2
18,Male,No,B.E.,1,Single,2526,4,78,4,3,Yes,Compensation and benefits,0,11,3,19,Travel_Rarely,3,Marketing,2,0,2,3,1
30,Male,No,CSA,1,Married,2742,5,82,4,2,Yes,Work-related stress,0,11,2,11,Travel_Rarely,5,Business Administration,2,9,3,3,2
38,Female,Yes,Applied science,4,Single,3981,1,70,5,4,Yes,"Work-related stress, Compensation and benefits",0,17,4,1,Non-Travel,3,Business Administration,3,6,3,3,4
24,Female,No,CSA,1,Single,5251,7,99,5,4,No,"Better job opportunities, Issues with management, Work-related stress, Compensation and benefits, Lack of carrer growth",0,13,1,0,Travel_Rarely,3,Information Technology,3,10,2,4,1
37,Male,No,B.E.,4,Single,12865,0,71,3,1,Yes,"Issues with management, Work-related stress",1,23,4,10,Travel_Rarely,4,Business Administration,2,0,2,4,4
18,Male,No,B.E.,4,Married,7700,7,57,5,2,No,"Issues with management, Work-related stress",1,25,3,31,Travel_Rarely,3,Communications,2,0,3,3,3
33,Male,No,Applied science,3,Single,16575,6,100,4,4,Yes,Work-related stress,1,15,4,0,Travel_Rarely,5,Information Technology,3,4,3,3,2
18,Female,No,B.E.,1,Married,13970,0,96,5,1,Yes,Work-related stress,0,11,3,0,Travel_Rarely,1,Communications,3,0,4,3,3
60,Male,No,CSA,2,Single,1056,5,100,3,2,Yes,Better job opportunities,0,13,4,38,Travel_Rarely,4,Computer Science,3,1,3,3,3
40,Female,No,Applied science,2,Single,16274,4,58,5,2,Yes,Issues with management,0,15,4,19,Travel_Rarely,4,Business Administration,4,16,2,3,4
53,Male,No,B.E.,3,Married,12864,1,62,4,1,Yes,Work-related stress,0,11,2,15,Travel_Rarely,2,Business Administration,3,0,3,3,2
27,Female,Yes,CSA,3,Single,12764,2,46,4,4,Yes,"Issues with management, Work-related stress",0,14,1,8,Non-Travel,3,Marketing,2,6,2,3,2
55,Male,Yes,CSA,4,Single,2327,6,92,4,2,No,Better job opportunities,2,16,2,8,Travel_Rarely,3,Information Technology,2,12,3,3,1
49,Male,No,B.E.,1,Single,7372,3,36,4,2,Yes,"Better job opportunities, Compensation and benefits, Lack of carrer growth",0,15,4,0,Non-Travel,2,Information Technology,3,7,3,3,4
20,Female,No,Applied science,4,Married,7310,1,89,4,1,Yes,Compensation and benefits,2,18,3,26,Travel_Rarely,3,Computer Science,3,2,2,3,1
47,Female,No,B.E.,3,Single,1527,0,60,4,1,No,Work-related stress,0,12,3,0,Travel_Rarely,3,Information Technology,3,0,3,3,1
41,Male,No,CSA,1,Single,6068,0,51,5,4,Yes,"Lack of career growth, Work-related stress, Issues with management",2,25,4,14,Travel_Rarely,2,Information Technology,3,9,3,3,1
25,Male,No,Applied science,3,Single,7294,0,100,5,4,Yes,Better job opportunities,0,11,1,3,Travel_Rarely,3,Business Administration,3,5,3,3,4
47,Male,No,CSA,4,Single,15642,2,30,4,2,Yes,Issues with management,3,17,3,18,Travel_Frequently,3,Information Technology,3,0,3,3,2
33,Male,No,B.E.,3,Married,13018,7,30,4,4,No,"Better job opportunities, Lack of carrer growth",0,16,3,36,Travel_Rarely,3,Computer Science,2,7,2,4,5
35,Male,No,Applied science,1,Divorced,5404,0,100,4,1,Yes,Better job opportunities,0,11,1,33,Travel_Rarely,3,Information Technology,3,9,3,3,1
45,Male,No,B.E.,3,Single,4750,5,100,4,2,Yes,"Better job opportunities, Work-related stress",0,11,1,0,Non-Travel,3,Marketing,3,9,3,3,2
18,Male,No,CSA,1,Single,2075,0,89,5,1,No,"Work-related stress, Compensation and benefits",0,14,1,3,Travel_Rarely,2,Marketing,3,0,3,3,2
27,Male,No,B.E.,4,Married,6537,3,52,2,3,Yes,Better job opportunities,5,15,4,10,Travel_Rarely,3,Business Administration,2,39,3,3,1
54,Male,No,Applied science,4,Single,1415,0,100,4,3,No,Compensation and benefits,0,14,2,0,Travel_Rarely,3,Information Technology,3,8,3,3,4
18,Female,Yes,CSA,4,Single,19973,0,33,3,1,No,Better job opportunities,1,13,4,3,Travel_Rarely,3,Computer Science,4,2,3,3,1
24,Male,No,B.E.,4,Single,12823,2,65,5,3,No,Lack of carrer growth,2,11,4,21,Travel_Rarely,3,Marketing,3,35,3,3,3
38,Male,No,CSA,2,Single,13697,1,98,5,2,No,"Work-related stress, Compensation and benefits",2,17,1,39,Travel_Rarely,4,Information Technology,3,7,4,3,2
58,Male,No,Applied science,2,Married,1009,4,41,5,1,Yes,"Issues with management, Work-related stress",0,21,3,18,Travel_Frequently,3,Communications,2,1,3,4,1
27,Female,No,CSA,3,Single,9544,4,66,5,3,No,Compensation and benefits,0,18,4,1,Travel_Frequently,4,Computer Science,2,0,3,3,2
18,Female,No,CSA,3,Single,13075,11,56,2,3,Yes,"Better job opportunities, Issues with management, Lack of carrer growth",5,17,4,4,Travel_Rarely,4,Information Technology,3,14,4,3,1
53,Male,Yes,B.E.,3,Single,1993,10,100,3,2,Yes,"Issues with management, Work-related stress",1,14,4,60,Travel_Rarely,4,Marketing,4,34,4,3,3
18,Male,No,B.E.,1,Single,6287,1,72,4,3,Yes,"Issues with management, Work-related stress",0,13,1,0,Non-Travel,4,Business Administration,3,35,2,3,3
33,Female,Yes,CSA,2,Single,7284,0,100,4,1,Yes,Work-related stress,6,11,1,32,Travel_Rarely,4,Information Technology,4,1,4,3,3
37,Male,No,Applied science,3,Single,11159,1,57,5,1,Yes,"Better job opportunities, Lack of carrer growth",0,17,3,0,Non-Travel,3,Information Technology,2,0,2,4,1
18,Male,No,B.E.,3,Married,3868,1,93,4,2,No,Work-related stress,0,11,3,0,Travel_Rarely,3,Business Administration,2,7,3,3,1
46,Female,No,CSA,4,Single,12354,0,52,4,2,No,Compensation and benefits,0,19,3,9,Travel_Rarely,3,Business Administration,3,7,4,3,2
38,Male,No,B.E.,2,Single,19973,0,74,3,1,No,Work-related stress,6,23,1,29,Travel_Rarely,3,Business Administration,2,0,2,3,1
32,Female,No,Applied science,3,Married,4845,0,30,4,3,No,Lack of carrer growth,0,11,2,0,Travel_Rarely,2,Information Technology,3,10,4,3,2
36,Male,No,B.E.,4,Single,7348,0,60,4,3,No,"Issues with management, Work-related stress",0,14,1,3,Travel_Rarely,3,Information Technology,3,10,3,3,3
18,Male,No,CSA,2,Divorced,9496,10,73,4,1,Yes,"Lack of career growth, Work-related stress, Compensation and benefits",3,25,3,4,Travel_Rarely,3,Computer Science,3,7,2,4,2
53,Male,Yes,B.E.,3,Single,1632,3,30,5,4,Yes,"Issues with management, Compensation and benefits",1,13,2,13,Travel_Rarely,2,Computer Science,3,0,3,3,4
35,Male,No,Applied science,2,Married,7385,3,87,4,1,No,Compensation and benefits,0,15,4,14,Travel_Rarely,3,Information Technology,3,10,4,3,2
22,Male,No,B.E.,4,Married,2995,4,100,4,2,Yes,Better job opportunities,0,17,2,0,Travel_Rarely,4,Information Technology,3,2,3,3,1
39,Male,No,CSA,4,Divorced,1009,0,100,5,2,Yes,"Work-related stress, Issues with management",0,22,4,45,Travel_Rarely,4,Information Technology,3,9,2,3,5
18,Female,No,B.E.,3,Single,2331,4,65,4,1,Yes,Work-related stress,0,15,4,38,Travel_Rarely,3,Marketing,2,20,1,4,1
31,Male,No,CSA,1,Single,1009,3,70,5,1,Yes,"Issues with management, Work-related stress",0,12,2,6,Travel_Rarely,4,Computer Science,3,5,2,4,4
29,Male,Yes,Applied science,3,Single,1009,2,100,4,1,Yes,"Lack of career growth, Work-related stress, Compensation and benefits",0,11,1,0,Travel_Rarely,3,Communications,3,12,3,3,2
41,Female,No,CSA,3,Single,3271,0,46,4,4,Yes,"Issues with management, Work-related stress, Compensation and benefits",0,18,4,6,Travel_Rarely,4,Marketing,3,10,3,3,2
42,Male,No,Applied science,3,Single,3572,3,42,4,4,No,"Better job opportunities, Lack of carrer growth",0,23,2,1,Travel_Rarely,4,Communications,3,9,4,4,5
24,Male,No,CSA,4,Single,1418,9,100,4,1,No,Better job opportunities,0,12,3,32,Travel_Rarely,4,Computer Science,3,16,3,3,2
31,Male,No,B.E.,4,Married,2758,7,44,4,4,Yes,"Better job opportunities, Lack of career growth, Work-related stress, Issues with management, Compensation and benefits",0,11,2,13,Travel_Rarely,3,Marketing,2,7,3,3,2
34,Male,No,Applied science,1,Divorced,7301,4,61,3,4,Yes,Work-related stress,0,11,2,16,Travel_Rarely,3,Information Technology,2,15,2,3,5
25,Male,No,CSA,3,Single,2535,0,59,4,2,Yes,Work-related stress,5,16,3,17,Travel_Rarely,4,Business Administration,3,24,4,3,4
60,Female,No,Applied science,4,Married,15960,0,100,3,1,Yes,"Better job opportunities, Work-related stress, Lack of carrer growth",1,13,4,15,Non-Travel,3,Computer Science,3,15,1,4,2
33,Male,Yes,CSA,2,Single,7950,0,93,3,2,Yes,Issues with management,4,13,1,0,Travel_Rarely,3,Marketing,3,13,3,3,1
28,Male,No,B.E.,3,Single,2314,6,65,2,4,Yes,Work-related stress,0,13,3,0,Travel_Rarely,5,Communications,3,10,3,3,3
60,Male,No,CSA,1,Single,1323,1,100,3,2,No,"Better job opportunities, Lack of carrer growth",6,12,3,33,Travel_Rarely,3,Computer Science,2,19,3,4,1
60,Male,No,B.E.,4,Single,15662,4,43,3,4,Yes,Better job opportunities,0,25,2,0,Travel_Rarely,3,Computer Science,1,0,2,3,4
53,Male,Yes,Applied science,1,Married,2699,4,53,2,1,Yes,Work-related stress,6,18,1,17,Travel_Rarely,4,Information Technology,3,15,2,3,1
54,Male,No,CSA,3,Divorced,8715,6,30,4,3,Yes,"Better job opportunities, Lack of career growth, Work-related stress, Issues with management, Compensation and benefits",1,24,3,10,Travel_Rarely,3,Marketing,3,0,3,3,2
18,Male,No,Applied science,4,Single,1009,2,100,5,4,Yes,"Better job opportunities, Issues with management, Work-related stress",0,12,2,0,Travel_Rarely,3,Information Technology,3,0,3,3,3
44,Male,No,CSA,2,Single,1009,6,44,4,1,Yes,Compensation and benefits,0,13,1,13,Travel_Rarely,3,Business Administration,3,17,3,3,1
60,Male,No,B.E.,3,Single,6065,0,58,4,3,Yes,Better job opportunities,1,11,2,18,Travel_Rarely,5,Computer Science,3,7,2,3,3
22,Male,No,Applied science,3,Married,19973,3,100,3,4,Yes,Issues with management,1,14,1,16,Travel_Rarely,3,Information Technology,3,9,2,3,2
23,Male,No,B.E.,4,Single,1636,5,100,2,1,Yes,Work-related stress,1,11,4,2,Travel_Rarely,5,Computer Science,2,0,2,3,1
24,Male,Yes,B.E.,2,Single,19195,5,100,5,1,Yes,Better job opportunities,3,12,4,0,Travel_Rarely,5,Marketing,2,0,3,3,1
18,Female,No,CSA,1,Single,3898,0,35,4,1,Yes,"Issues with management, Work-related stress, Compensation and benefits",0,16,1,0,Non-Travel,3,Computer Science,3,6,3,3,1
57,Male,No,Applied science,3,Single,5035,1,100,4,2,Yes,Better job opportunities,0,17,3,0,Travel_Rarely,4,Information Technology,3,10,3,3,1
37,Male,Yes,B.E.,2,Single,1009,4,69,4,2,No,Work-related stress,0,11,4,0,Travel_Rarely,3,Computer Science,3,8,2,3,5
29,Male,No,CSA,4,Single,1376,2,72,4,1,Yes,Lack of carrer growth,0,23,3,53,Travel_Rarely,1,Information Technology,3,6,1,3,2
51,Male,No,CSA,4,Single,4551,4,30,4,1,Yes,"Lack of career growth, Compensation and benefits",0,22,3,19,Travel_Rarely,4,Information Technology,3,19,3,3,2
60,Female,No,Applied science,4,Married,6805,3,88,3,4,No,"Better job opportunities, Issues with management",1,25,1,7,Travel_Rarely,3,Marketing,2,29,4,3,1
18,Male,No,B.E.,3,Single,19973,6,81,4,2,No,Compensation and benefits,3,14,4,13,Travel_Rarely,3,Business Administration,3,3,3,3,5
50,Male,No,CSA,4,Single,19973,1,38,3,1,No,"Lack of career growth, Work-related stress, Issues with management",0,11,1,16,Travel_Rarely,2,Computer Science,2,7,3,3,3
22,Male,No,B.E.,2,Single,4166,10,100,3,2,Yes,Lack of carrer growth,1,21,1,16,Travel_Rarely,3,Business Administration,2,36,2,3,1
27,Female,No,CSA,3,Married,13299,10,30,2,4,No,Work-related stress,3,15,3,22,Travel_Rarely,3,Marketing,3,8,3,3,3
44,Male,Yes,Applied science,3,Single,5707,4,42,3,1,Yes,"Issues with management, Lack of carrer growth",0,17,1,1,Non-Travel,3,Business Administration,2,9,4,3,4
43,Male,No,B.E.,4,Single,1009,10,100,3,2,Yes,Work-related stress,0,13,2,17,Travel_Rarely,3,Information Technology,3,39,3,3,3
18,Male,No,CSA,3,Married,5888,0,58,2,3,Yes,Lack of carrer growth,3,16,4,5,Travel_Rarely,3,Communications,3,15,3,3,1
35,Female,Yes,CSA,4,Married,12987,4,75,4,2,Yes,Work-related stress,0,14,3,0,Travel_Rarely,4,Information Technology,2,12,2,3,1
26,Male,No,Applied science,4,Single,4260,6,33,5,2,Yes,"Work-related stress, Issues with management",1,25,1,25,Travel_Frequently,3,Business Administration,3,4,3,3,2
31,Male,No,B.E.,2,Single,5330,0,65,4,3,Yes,"Better job opportunities, Work-related stress",0,24,2,18,Travel_Rarely,1,Information Technology,3,7,3,3,1
37,Male,Yes,CSA,3,Single,6361,2,63,4,3,Yes,Lack of carrer growth,0,16,3,0,Travel_Rarely,2,Information Technology,3,10,3,3,3
40,Male,No,B.E.,4,Single,1375,0,100,3,3,No,"Issues with management, Compensation and benefits, Lack of carrer growth",1,21,4,0,Travel_Rarely,2,Computer Science,3,7,2,3,1
60,Male,No,Applied science,3,Single,3734,7,82,2,1,Yes,Work-related stress,5,23,3,40,Travel_Frequently,3,Computer Science,4,8,2,3,2
27,Male,No,CSA,1,Single,5365,7,49,4,3,Yes,Lack of carrer growth,1,15,2,13,Travel_Rarely,3,Information Technology,3,11,4,3,1
32,Male,No,CSA,2,Single,5992,0,94,1,4,Yes,Issues with management,0,17,2,0,Travel_Rarely,3,Communications,3,3,3,3,3
22,Male,No,B.E.,3,Single,2207,7,34,3,1,No,Need a break,0,11,2,40,Travel_Frequently,5,Marketing,3,0,2,3,3
22,Female,No,Applied science,4,Single,4705,11,44,5,1,Yes,Work-related stress,0,16,1,8,Travel_Rarely,2,Business Administration,3,0,3,3,1
21,Male,No,B.E.,1,Single,1185,3,45,4,2,Yes,Better job opportunities,0,14,3,14,Travel_Frequently,3,Business Administration,2,8,3,3,3
26,Male,No,CSA,3,Married,3716,4,100,5,2,No,Better job opportunities,0,14,2,0,Travel_Rarely,3,Marketing,3,2,2,3,2
53,Male,No,Applied science,1,Single,5134,6,96,5,4,Yes,Issues with management,0,17,4,13,Travel_Rarely,2,Computer Science,3,17,3,3,3
54,Male,Yes,CSA,4,Single,1936,3,100,4,2,No,"Better job opportunities, Work-related stress",2,13,1,21,Travel_Rarely,1,Information Technology,3,16,3,4,3
18,Female,No,B.E.,1,Single,7297,1,100,1,2,Yes,Compensation and benefits,5,11,4,0,Travel_Rarely,3,Marketing,3,38,3,3,3
41,Male,No,CSA,1,Married,4846,0,81,4,2,Yes,Work-related stress,0,11,2,6,Travel_Frequently,3,Information Technology,3,8,3,3,2
18,Male,No,Applied science,1,Single,15426,15,100,5,3,Yes,"Better job opportunities, Issues with management, Work-related stress",4,16,1,3,Travel_Rarely,4,Computer Science,3,0,2,3,1
47,Male,No,CSA,4,Married,7459,5,90,4,1,No,"Better job opportunities, Issues with management, Compensation and benefits, Lack of carrer growth",5,16,1,5,Travel_Frequently,3,Information Technology,2,10,4,3,2
18,Male,No,Applied science,3,Married,19973,0,100,4,3,Yes,Better job opportunities,3,12,4,0,Travel_Rarely,1,Marketing,2,8,3,3,2
56,Male,No,CSA,3,Single,8777,10,91,3,2,Yes,Issues with management,0,17,2,21,Non-Travel,3,Information Technology,3,31,3,3,1
41,Male,No,B.E.,3,Married,6613,1,82,5,2,Yes,Work-related stress,0,11,4,37,Travel_Rarely,4,Computer Science,3,10,3,3,1
46,Male,No,B.E.,3,Single,5972,4,72,3,1,Yes,Work-related stress,0,22,2,3,Travel_Rarely,3,Business Administration,3,0,3,3,1
60,Female,No,CSA,1,Married,1009,4,30,4,1,Yes,"Work-related stress, Compensation and benefits",1,14,3,11,Travel_Rarely,4,Business Administration,3,14,3,3,4
